tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2021-1090,Bol,Clay,32,C,20210607,299,211148,3,,Jasmine Paolini,R,160,ITA,25.4,215020,1,,Anna Blinkova,R,179,RUS,22.7,6-2 6-2,3,SF,63,0,1,50,30,20,12,8,6,8,1,2,48,21,6,12,8,6,12,91,863,77,1068
2021-1090,Bol,Clay,32,C,20210607,298,201551,2,,Arantxa Rus,L,180,NED,30.4,210705,,,Irina Bara,R,,ROU,26.2,6-2 6-1,3,SF,66,1,1,47,39,25,5,8,2,4,0,4,42,26,10,6,7,3,9,83,996,122,691
2021-1090,Bol,Clay,32,C,20210607,297,215020,1,,Anna Blinkova,R,179,RUS,22.7,202482,,,Barbara Haas,R,165,AUT,25.2,6-4 4-6 7-5,3,QF,149,4,10,107,67,45,15,16,9,14,0,12,104,73,45,11,16,5,11,77,1068,156,511
2021-1090,Bol,Clay,32,C,20210607,296,211148,3,,Jasmine Paolini,R,160,ITA,25.4,201568,,,Kristina Kucova,R,163,SVK,31.0,6-1 6-1,3,QF,62,0,4,46,29,22,11,7,6,6,0,6,59,33,16,10,7,7,12,91,863,150,554
2021-1090,Bol,Clay,32,C,20210607,295,210705,,,Irina Bara,R,,ROU,26.2,203354,4,,Martina Trevisan,L,160,ITA,27.5,2-6 7-5 6-0,3,QF,135,1,4,83,54,25,14,13,2,9,1,1,78,51,21,12,13,2,11,122,691,97,844
2021-1090,Bol,Clay,32,C,20210607,294,201551,2,,Arantxa Rus,L,180,NED,30.4,214906,,,Claire Liu,R,170,USA,21.0,1-6 7-5 6-4,3,QF,171,2,3,107,78,43,12,15,11,19,4,8,99,60,35,14,14,7,14,83,996,130,634
2021-1090,Bol,Clay,32,C,20210607,293,215020,1,,Anna Blinkova,R,179,RUS,22.7,202456,,Q,Alexandra Cadantu Ignatik,R,170,ROU,31.0,6-2 6-1,3,R16,65,5,3,42,24,21,9,7,2,2,0,1,50,43,17,4,8,2,7,77,1068,317,196
2021-1090,Bol,Clay,32,C,20210607,292,202482,,,Barbara Haas,R,165,AUT,25.2,214643,6,,Liudmila Samsonova,R,180,RUS,22.5,6-3 6-4,3,R16,91,2,2,60,37,28,14,10,4,5,2,1,64,33,22,15,9,7,10,156,511,106,786
2021-1090,Bol,Clay,32,C,20210607,291,211148,3,,Jasmine Paolini,R,160,ITA,25.4,201501,,,Olga Govortsova,R,182,BLR,32.7,6-1 4-6 6-3,3,R16,107,2,3,96,69,41,15,13,13,16,0,4,72,52,29,8,13,4,10,91,863,138,586
2021-1090,Bol,Clay,32,C,20210607,290,201568,,,Kristina Kucova,R,163,SVK,31.0,202659,,WC,Tereza Mrdeza,R,173,CRO,30.5,3-6 6-4 6-3,3,R16,136,1,4,88,65,37,8,14,9,15,0,11,94,44,30,16,14,4,11,150,554,212,331
2021-1090,Bol,Clay,32,C,20210607,289,210705,,,Irina Bara,R,,ROU,26.2,211329,,WC,Tena Lukas,R,,CRO,26.0,6-3 6-0,3,R16,68,0,4,61,45,30,6,8,3,5,0,5,37,18,7,4,7,2,8,122,691,278,243
2021-1090,Bol,Clay,32,C,20210607,288,203354,4,,Martina Trevisan,L,160,ITA,27.5,203533,,,Anna Karolina Schmiedlova,R,176,SVK,26.7,6-4 6-1,3,R16,103,0,2,57,38,23,12,8,4,5,0,2,70,43,22,12,9,11,16,97,844,121,694
2021-1090,Bol,Clay,32,C,20210607,287,214906,,,Claire Liu,R,170,USA,21.0,201506,5,,Sara Errani,R,164,ITA,34.1,6-7(3) 7-5 7-6(1),3,R16,204,2,9,145,96,56,21,18,3,10,0,5,147,112,61,14,18,10,18,130,634,105,799
2021-1090,Bol,Clay,32,C,20210607,286,201551,2,,Arantxa Rus,L,180,NED,30.4,215290,,,Katarina Zavatska,R,173,UKR,21.3,6-1 2-0 RET,3,R16,39,2,0,27,22,17,4,5,1,1,0,2,22,14,5,2,4,2,5,83,996,129,634
2021-1090,Bol,Clay,32,C,20210607,285,215020,1,,Anna Blinkova,R,179,RUS,22.7,211880,,SR,Priscilla Hon,R,171,AUS,23.0,3-6 6-0 6-1,3,R32,114,4,7,76,42,31,12,11,4,7,0,7,76,44,20,13,11,5,12,77,1068,162,480
2021-1090,Bol,Clay,32,C,20210607,284,202456,,Q,Alexandra Cadantu Ignatik,R,170,ROU,31.0,213672,,,Usue Maitane Arconada,R,165,USA,22.6,6-7(1) 6-3 6-2,3,R32,174,0,2,90,65,30,12,14,2,10,1,15,111,64,31,15,15,15,27,317,196,167,457
2021-1090,Bol,Clay,32,C,20210607,283,202482,,,Barbara Haas,R,165,AUT,25.2,201567,,,Alexandra Dulgheru,R,172,ROU,32.0,6-4 6-4,3,R32,116,0,7,77,49,31,9,10,8,12,0,4,67,47,22,9,10,4,10,156,511,447,104
2021-1090,Bol,Clay,32,C,20210607,282,214643,6,,Liudmila Samsonova,R,180,RUS,22.5,211951,,WC,Ana Konjuh,R,174,CRO,23.4,1-6 7-6(3) 6-4,3,R32,141,6,2,90,50,32,23,14,5,9,5,7,108,54,38,29,15,5,8,106,786,144,576
2021-1090,Bol,Clay,32,C,20210607,281,211148,3,,Jasmine Paolini,R,160,ITA,25.4,214149,,,Viktoria Hruncakova,R,,SVK,23.0,6-4 6-1,3,R32,68,1,2,50,38,27,5,9,2,4,2,9,62,36,20,8,8,7,12,91,863,134,614
2021-1090,Bol,Clay,32,C,20210607,280,201501,,,Olga Govortsova,R,182,BLR,32.7,215138,,Q,Lulu Sun,L,,NZL,20.1,6-3 7-6(7),3,R32,96,0,3,72,44,25,14,10,5,9,2,7,82,50,27,12,11,2,8,138,586,812,29
2021-1090,Bol,Clay,32,C,20210607,279,201568,,,Kristina Kucova,R,163,SVK,31.0,203463,,,Nuria Parrizas Diaz,R,167,ESP,29.8,4-6 7-5 6-3,3,R32,137,0,13,95,50,36,14,15,7,13,0,3,115,99,52,7,16,13,21,150,554,165,461
2021-1090,Bol,Clay,32,C,20210607,278,202659,,WC,Tereza Mrdeza,R,173,CRO,30.5,201693,8,,Timea Babos,R,179,HUN,28.0,6-1 6-2,3,R32,73,1,2,42,28,21,8,7,0,1,1,4,59,31,14,10,8,10,16,212,331,111,749
2021-1090,Bol,Clay,32,C,20210607,277,211329,,WC,Tena Lukas,R,,CRO,26.0,211901,7,,Aliona Bolsova,R,172,MDA,23.5,6-4 6-2,3,R32,66,2,3,51,29,22,14,9,1,2,1,1,53,39,21,7,9,1,5,278,243,107,782
2021-1090,Bol,Clay,32,C,20210607,276,210705,,,Irina Bara,R,,ROU,26.2,203514,,,Katarzyna Kawa,R,178,POL,28.5,6-4 4-6 7-5,3,R32,142,0,10,91,61,34,8,16,3,12,1,5,87,49,21,15,16,3,13,122,691,136,610
2021-1090,Bol,Clay,32,C,20210607,275,203533,,,Anna Karolina Schmiedlova,R,176,SVK,26.7,213889,,,Greet Minnen,R,,BEL,23.8,6-2 3-1 RET,3,R32,73,3,1,52,30,21,11,7,7,8,1,1,39,22,12,4,6,2,6,121,694,125,655
2021-1090,Bol,Clay,32,C,20210607,274,203354,4,,Martina Trevisan,L,160,ITA,27.5,213887,,,Renata Zarazua,R,,MEX,23.6,6-2 6-0,3,R32,78,0,1,42,26,20,9,7,0,0,0,4,54,35,19,4,7,5,10,97,844,141,582
2021-1090,Bol,Clay,32,C,20210607,273,201506,5,,Sara Errani,R,164,ITA,34.1,213544,,WC,Jana Fett,R,168,CRO,24.5,6-3 6-3,3,R32,101,0,2,76,62,34,6,9,10,14,1,6,51,21,10,9,9,3,10,105,799,206,343
2021-1090,Bol,Clay,32,C,20210607,272,214906,,,Claire Liu,R,170,USA,21.0,202493,,Q,Ekaterine Gorgodze,L,,GEO,29.5,4-6 6-3 6-4,3,R32,140,4,4,91,56,35,16,15,8,13,0,0,98,73,40,13,14,6,12,130,634,223,316
2021-1090,Bol,Clay,32,C,20210607,271,215290,,,Katarina Zavatska,R,173,UKR,21.3,213646,,Q,Dalma Galfi,R,178,HUN,22.8,6-2 6-3,3,R32,79,0,0,63,53,35,5,9,5,6,0,2,58,38,22,9,8,6,10,129,634,239,287
2021-1090,Bol,Clay,32,C,20210607,270,201551,2,,Arantxa Rus,L,180,NED,30.4,204434,,,Ysaline Bonaventure,L,178,BEL,26.7,6-3 6-3,3,R32,90,0,2,62,45,20,9,9,5,10,0,7,66,33,13,10,9,14,22,83,996,126,642
2021-2003,Bastad,Clay,32,C,20210705,300,203463,,,Nuria Parrizas Diaz,R,167,ESP,29.9,201501,7,,Olga Govortsova,R,182,BLR,32.8,6-2 6-2,3,F,71,0,1,46,35,28,5,8,0,0,0,4,52,37,20,4,8,1,5,148,538,136,604
2021-2003,Bastad,Clay,32,C,20210705,299,201501,7,,Olga Govortsova,R,182,BLR,32.8,202490,1,,Rebecca Peterson,R,173,SWE,25.9,6-3 6-4,3,SF,101,0,1,66,54,32,4,9,3,7,1,6,76,55,29,4,10,5,12,136,604,60,1305
2021-2003,Bastad,Clay,32,C,20210705,298,203463,,,Nuria Parrizas Diaz,R,167,ESP,29.9,202596,,,Mihaela Buzarnescu,L,175,ROU,33.1,6-3 6-4,3,SF,108,0,1,79,53,33,11,10,11,14,0,3,62,37,18,12,9,7,12,148,538,160,485
2021-2003,Bastad,Clay,32,C,20210705,297,202490,1,,Rebecca Peterson,R,173,SWE,25.9,211901,,,Aliona Bolsova,R,172,MDA,23.6,7-5 6-4,3,QF,104,2,1,69,44,23,16,11,1,4,0,2,70,48,30,10,11,5,10,60,1305,151,510
2021-2003,Bastad,Clay,32,C,20210705,296,201501,7,,Olga Govortsova,R,182,BLR,32.8,210886,3,,Mayar Sherif,R,180,EGY,25.1,6-4 6-2,3,QF,73,0,5,51,35,23,5,9,1,5,1,0,48,32,11,4,9,2,9,136,604,119,671
2021-2003,Bastad,Clay,32,C,20210705,295,203463,,,Nuria Parrizas Diaz,R,167,ESP,29.9,214906,4,,Claire Liu,R,170,USA,21.1,6-2 6-4,3,QF,78,0,2,54,37,28,10,9,1,2,3,4,53,26,19,10,9,1,5,148,538,120,668
2021-2003,Bastad,Clay,32,C,20210705,294,202596,,,Mihaela Buzarnescu,L,175,ROU,33.1,214388,,,Anna Bondar,R,,HUN,24.1,6-2 6-4,3,QF,75,0,0,49,37,28,6,9,0,1,2,4,52,30,17,11,9,4,8,160,485,241,288
2021-2003,Bastad,Clay,32,C,20210705,293,202490,1,,Rebecca Peterson,R,173,SWE,25.9,202418,,,Lara Arruabarrena,R,166,ESP,29.2,6-1 6-1,3,R16,55,2,0,36,25,21,9,7,0,0,0,3,45,33,16,2,7,3,8,60,1305,178,402
2021-2003,Bastad,Clay,32,C,20210705,292,211901,,,Aliona Bolsova,R,172,MDA,23.6,220465,,,Katie Volynets,R,,USA,19.5,6-4 6-1,3,R16,87,0,3,63,43,30,8,8,6,7,0,2,62,40,20,10,9,9,14,151,510,199,355
2021-2003,Bastad,Clay,32,C,20210705,291,210886,3,,Mayar Sherif,R,180,EGY,25.1,203462,,,Kateryna Baindl,R,175,UKR,27.3,7-6(9) 6-0,3,R16,100,2,0,64,46,32,11,9,1,3,2,7,65,33,23,12,9,2,7,119,671,157,493
2021-2003,Bastad,Clay,32,C,20210705,290,201501,7,,Olga Govortsova,R,182,BLR,32.8,215259,,,Leonie Kung,R,176,SUI,20.7,7-5 6-1,3,R16,85,2,5,68,49,33,9,10,8,10,0,4,56,35,17,9,9,4,9,136,604,158,493
2021-2003,Bastad,Clay,32,C,20210705,289,203463,,,Nuria Parrizas Diaz,R,167,ESP,29.9,213666,8,,Maddison Inglis,R,171,AUS,23.4,6-2 3-6 6-1,3,R16,119,0,3,67,48,34,7,12,1,4,1,5,84,52,29,11,12,5,11,148,538,140,580
2021-2003,Bastad,Clay,32,C,20210705,288,214906,4,,Claire Liu,R,170,USA,21.1,216385,,WC,Caijsa Wilda Hennemann,R,,SWE,20.2,6-0 6-1,3,R16,64,4,0,43,31,21,6,6,2,3,0,2,51,33,11,6,7,6,13,120,668,636,53
2021-2003,Bastad,Clay,32,C,20210705,287,202596,,,Mihaela Buzarnescu,L,175,ROU,33.1,203533,5,,Anna Karolina Schmiedlova,R,176,SVK,26.8,6-2 6-2,3,R16,73,2,1,40,24,19,10,8,0,1,1,2,59,38,21,4,8,4,9,160,485,122,652
2021-2003,Bastad,Clay,32,C,20210705,286,214388,,,Anna Bondar,R,,HUN,24.1,214939,2,,Anna Kalinskaya,R,175,RUS,22.5,6-4 3-0 RET,3,R16,57,4,0,45,30,22,8,7,1,2,0,2,30,20,12,2,6,0,3,241,288,109,743
2021-2003,Bastad,Clay,32,C,20210705,285,202490,1,,Rebecca Peterson,R,173,SWE,25.9,202479,,,Grace Min,R,163,USA,27.1,7-6(6) 6-1,3,R32,96,7,2,61,34,25,18,9,2,2,0,1,69,48,30,9,10,2,5,60,1305,179,402
2021-2003,Bastad,Clay,32,C,20210705,284,202418,,,Lara Arruabarrena,R,166,ESP,29.2,202579,,,Giulia Gatto Monticone,R,177,ITA,33.6,6-2 6-3,3,R32,75,2,0,57,41,28,9,8,4,5,0,4,56,36,18,9,9,5,10,178,402,173,425
2021-2003,Bastad,Clay,32,C,20210705,283,211901,,,Aliona Bolsova,R,172,MDA,23.6,214405,,,Mirjam Bjorklund,U,,SWE,22.9,6-2 6-2,3,R32,67,2,3,47,28,19,14,8,1,2,0,2,48,32,16,5,8,1,6,151,510,337,166
2021-2003,Bastad,Clay,32,C,20210705,282,220465,,,Katie Volynets,R,,USA,19.5,215872,6,,Kamilla Rakhimova,R,,RUS,19.8,7-5 6-1,3,R32,92,5,1,52,36,27,7,9,4,6,0,6,72,40,20,15,10,5,11,199,355,134,608
2021-2003,Bastad,Clay,32,C,20210705,281,210886,3,,Mayar Sherif,R,180,EGY,25.1,215936,,,Francesca Jones,R,,GBR,20.7,6-4 6-7(6) 6-0,3,R32,145,7,2,90,66,49,10,14,5,7,1,7,101,61,41,13,14,8,14,119,671,211,334
2021-2003,Bastad,Clay,32,C,20210705,280,203462,,,Kateryna Baindl,R,175,UKR,27.3,212001,,,Natalia Vikhlyantseva,R,185,RUS,24.3,6-2 6-4,3,R32,90,1,4,65,34,19,19,9,7,9,0,6,62,36,21,8,9,7,12,157,493,165,466
2021-2003,Bastad,Clay,32,C,20210705,279,215259,,,Leonie Kung,R,176,SUI,20.7,221114,,SR,Dasha Lopatetskaya,U,,UKR,18.2,6-4 6-4,3,R32,98,0,6,62,40,29,10,10,3,5,3,1,71,42,22,15,10,6,10,158,493,446,106
2021-2003,Bastad,Clay,32,C,20210705,278,201501,7,,Olga Govortsova,R,182,BLR,32.8,215371,,,Francesca Di Lorenzo,L,170,USA,23.9,6-3 2-6 6-2,3,R32,109,1,3,83,63,35,7,12,7,13,1,6,73,44,21,8,13,7,15,136,604,154,495
2021-2003,Bastad,Clay,32,C,20210705,277,213666,8,,Maddison Inglis,R,171,AUS,23.4,211713,,,Jaqueline Cristian,R,180,ROU,23.0,3-6 7-6(5) 7-6(3),3,R32,196,2,7,119,78,43,21,16,13,21,2,3,128,72,38,33,17,6,13,140,580,152,509
2021-2003,Bastad,Clay,32,C,20210705,276,203463,,,Nuria Parrizas Diaz,R,167,ESP,29.9,201478,,,Varvara Lepchenko,L,180,USA,35.1,6-4 6-2,3,R32,87,2,1,64,46,28,12,9,2,3,0,0,58,40,21,9,9,5,9,148,538,155,495
2021-2003,Bastad,Clay,32,C,20210705,275,216385,,WC,Caijsa Wilda Hennemann,R,,SWE,20.2,223184,,WC,Vanessa Ersoz,R,,SWE,19.1,6-0 6-1,3,R32,61,0,0,47,31,19,11,7,4,5,0,4,43,24,6,8,6,3,9,636,53,,
2021-2003,Bastad,Clay,32,C,20210705,274,214906,4,,Claire Liu,R,170,USA,21.1,221369,,WC,Lisa Zaar,U,,SWE,21.1,6-2 6-2,3,R32,83,2,3,45,23,17,13,8,1,3,0,4,64,45,17,11,8,5,11,120,668,,
2021-2003,Bastad,Clay,32,C,20210705,273,203533,5,,Anna Karolina Schmiedlova,R,176,SVK,26.8,216262,,,Clara Burel,R,176,FRA,20.2,0-6 7-5 6-2,3,R32,128,1,6,110,69,39,19,13,15,21,0,2,84,52,29,14,13,7,13,122,652,143,562
2021-2003,Bastad,Clay,32,C,20210705,272,202596,,,Mihaela Buzarnescu,L,175,ROU,33.1,202636,,,Zuzana Zlochova,R,,SVK,31.4,6-2 6-1,3,R32,53,2,4,41,29,21,5,7,2,3,0,3,43,28,13,3,8,1,7,160,485,344,155
2021-2003,Bastad,Clay,32,C,20210705,271,214388,,,Anna Bondar,R,,HUN,24.1,214694,,SR,Karman Thandi,R,183,IND,23.0,7-6(5) 6-0,3,R32,102,3,0,61,45,27,10,9,1,3,2,1,63,37,21,9,9,3,8,241,288,509,83
2021-2003,Bastad,Clay,32,C,20210705,270,214939,2,,Anna Kalinskaya,R,175,RUS,22.5,213714,,WC,Fanny Ostlund,R,,SWE,24.1,6-2 2-6 6-4,3,R32,127,3,4,80,56,38,15,13,4,6,1,3,115,90,53,13,13,16,19,109,743,483,90
2021-2038,Belgrade 125K,Clay,32,C,20210726,300,203533,,,Anna Karolina Schmiedlova,R,176,SVK,26.8,201551,2,,Arantxa Rus,L,180,NED,30.6,6-3 6-3,3,F,106,4,4,63,44,36,7,9,5,6,0,7,61,41,24,6,9,2,6,122,699,85,951
