tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2023-2089,San Luis Potosi 125,Clay,32,C,20230327,300,220714,1,,Elisabetta Cocciaretto,R,,ITA,22.1,201506,7,,Sara Errani,R,164,ITA,35.9,5-7 6-4 7-5,3,F,147,5,8,110,76,40,11,17,6,16,0,3,96,80,33,7,17,5,16,49,1056,99,682
2023-2089,San Luis Potosi 125,Clay,32,C,20230327,299,220714,1,,Elisabetta Cocciaretto,R,,ITA,22.1,220589,,,Elina Avanesyan,R,,ARM,20.5,6-7(2) 6-1 6-2,3,SF,127,0,4,95,63,38,19,14,4,7,0,1,85,68,38,5,13,5,12,49,1056,165,398
2023-2089,San Luis Potosi 125,Clay,32,C,20230327,298,201506,7,,Sara Errani,R,164,ITA,35.9,215219,,,Kaja Juvan,R,170,SLO,22.3,1-6 6-4 6-2,3,SF,122,0,1,65,50,27,6,12,2,8,4,6,91,56,30,14,13,9,16,99,682,143,461
2023-2089,San Luis Potosi 125,Clay,32,C,20230327,297,220714,1,,Elisabetta Cocciaretto,R,,ITA,22.1,214461,,,Tamara Zidansek,R,168,SLO,25.2,6-2 6-4,3,QF,85,1,1,55,42,28,8,9,1,3,1,2,57,43,21,7,9,6,11,49,1056,112,571
2023-2089,San Luis Potosi 125,Clay,32,C,20230327,296,220589,,,Elina Avanesyan,R,,ARM,20.5,215306,,WC,Emiliana Arango,R,,COL,22.3,6-2 6-2,3,QF,84,0,1,72,52,28,11,8,7,9,0,1,49,34,15,5,8,3,9,165,398,286,217
2023-2089,San Luis Potosi 125,Clay,32,C,20230327,295,215219,,,Kaja Juvan,R,170,SLO,22.3,206007,8,,Laura Pigossi,R,164,BRA,28.6,4-6 6-3 6-4,3,QF,174,5,6,111,65,36,19,15,7,14,0,1,92,74,35,12,14,9,17,143,461,102,642
2023-2089,San Luis Potosi 125,Clay,32,C,20230327,294,201506,7,,Sara Errani,R,164,ITA,35.9,213583,2,,Tatjana Maria,R,172,GER,35.6,6-2 6-1,3,QF,68,0,0,41,35,24,2,7,1,2,2,3,53,25,11,11,8,3,9,99,682,65,870
2023-2089,San Luis Potosi 125,Clay,32,C,20230327,293,220714,1,,Elisabetta Cocciaretto,R,,ITA,22.1,206408,,,Nadia Podoroska,R,170,ARG,26.1,7-6(8) 6-1,3,R16,129,0,2,79,51,35,12,9,5,7,3,11,87,50,27,16,10,5,10,49,1056,107,607
2023-2089,San Luis Potosi 125,Clay,32,C,20230327,292,214461,,,Tamara Zidansek,R,168,SLO,25.2,215872,5,,Kamilla Rakhimova,R,,RUS,21.5,7-6(3) 6-3,3,R16,118,2,4,68,51,34,6,10,4,8,1,8,83,43,19,22,11,7,13,112,571,92,709
2023-2089,San Luis Potosi 125,Clay,32,C,20230327,291,220589,,,Elina Avanesyan,R,,ARM,20.5,213779,,,Raluka Serban,R,,CYP,25.7,6-4 6-1,3,R16,98,0,3,70,43,27,11,9,8,11,0,7,61,33,16,10,8,5,11,165,398,161,414
2023-2089,San Luis Potosi 125,Clay,32,C,20230327,290,215306,,WC,Emiliana Arango,R,,COL,22.3,206417,,,Leolia Jeanjean,R,,FRA,27.6,6-4 4-1 RET,3,R16,78,0,1,45,32,21,7,7,2,4,1,5,53,27,18,5,8,2,7,286,217,109,598
2023-2089,San Luis Potosi 125,Clay,32,C,20230327,289,206007,8,,Laura Pigossi,R,164,BRA,28.6,221512,,,Katrina Scott,R,180,USA,18.7,6-3 6-1,3,R16,74,0,1,49,33,15,9,8,1,5,3,3,42,28,9,1,8,4,12,102,642,162,406
2023-2089,San Luis Potosi 125,Clay,32,C,20230327,288,215219,,,Kaja Juvan,R,170,SLO,22.3,213646,3,,Dalma Galfi,R,178,HUN,24.6,6-3 6-3,3,R16,82,2,2,47,22,19,12,9,1,3,2,7,76,34,22,17,9,8,13,143,461,79,774
2023-2089,San Luis Potosi 125,Clay,32,C,20230327,287,201506,7,,Sara Errani,R,164,ITA,35.9,211901,,,Aliona Bolsova,R,172,MDA,25.3,6-2 6-2,3,R16,84,0,3,47,37,23,4,8,2,5,0,12,57,33,18,4,8,5,12,99,682,152,439
2023-2089,San Luis Potosi 125,Clay,32,C,20230327,286,213583,2,,Tatjana Maria,R,172,GER,35.6,214091,,WC,Maria Fernanda Navarro Oliva,U,,MEX,26.7,6-0 6-2,3,R16,66,1,2,41,24,20,9,7,1,1,1,1,53,38,16,7,7,1,6,65,870,690,40
2023-2089,San Luis Potosi 125,Clay,32,C,20230327,285,220714,1,,Elisabetta Cocciaretto,R,,ITA,22.1,204420,,,Marcela Zacarias,R,,MEX,29.0,6-3 6-0,3,R32,70,0,1,44,25,18,11,8,0,2,0,6,41,28,12,2,7,0,6,49,1056,196,340
2023-2089,San Luis Potosi 125,Clay,32,C,20230327,284,206408,,,Nadia Podoroska,R,170,ARG,26.1,202440,,,Paula Ormaechea,R,170,ARG,30.4,6-2 6-1,3,R32,73,0,2,31,15,13,12,7,1,2,1,6,47,28,13,5,8,5,11,107,607,168,390
2023-2089,San Luis Potosi 125,Clay,32,C,20230327,283,214461,,,Tamara Zidansek,R,168,SLO,25.2,204419,,WC,Ana Sofia Sanchez,L,,MEX,28.9,6-3 6-4,3,R32,99,0,2,69,50,33,8,10,5,8,0,5,57,36,21,7,9,3,8,112,571,378,143
2023-2089,San Luis Potosi 125,Clay,32,C,20230327,282,215872,5,,Kamilla Rakhimova,R,,RUS,21.5,202436,,,Reka Luca Jani,R,161,HUN,31.6,3-6 7-5 6-2,3,R32,147,4,4,92,45,29,22,14,1,6,0,7,93,62,38,10,15,5,12,92,709,130,519
2023-2089,San Luis Potosi 125,Clay,32,C,20230327,281,220589,,,Elina Avanesyan,R,,ARM,20.5,203462,4,,Kateryna Baindl,R,175,UKR,29.0,6-4 7-5,3,R32,115,0,2,95,65,36,12,11,11,16,0,4,71,57,27,4,11,6,13,165,398,84,748
2023-2089,San Luis Potosi 125,Clay,32,C,20230327,280,213779,,,Raluka Serban,R,,CYP,25.7,203475,,,Carol Zhao,R,165,CAN,27.7,4-6 7-5 7-5,3,R32,193,7,10,104,59,40,18,17,8,15,3,13,120,72,44,17,17,10,18,161,414,173,377
2023-2089,San Luis Potosi 125,Clay,32,C,20230327,279,206417,,,Leolia Jeanjean,R,,FRA,27.6,221024,,Q,Hailey Baptiste,R,,USA,21.3,6-2 6-1,3,R32,58,1,5,51,26,21,13,8,1,2,0,6,38,23,10,5,7,5,10,109,598,280,236
2023-2089,San Luis Potosi 125,Clay,32,C,20230327,278,215306,,WC,Emiliana Arango,R,,COL,22.3,211814,6,,Julia Grabher,R,170,AUT,26.7,7-5 6-7(4) 6-4,3,R32,162,1,10,104,73,43,10,17,5,13,0,14,125,78,44,14,17,11,21,286,217,94,704
2023-2089,San Luis Potosi 125,Clay,32,C,20230327,277,206007,8,,Laura Pigossi,R,164,BRA,28.6,203521,,Q,Andrea Gamiz,R,162,VEN,30.4,4-6 6-1 6-2,3,R32,144,3,4,80,58,36,9,12,3,7,0,2,104,89,46,2,13,8,16,102,642,406,125
2023-2089,San Luis Potosi 125,Clay,32,C,20230327,276,221512,,,Katrina Scott,R,180,USA,18.7,215992,,Q,Whitney Osuigwe,R,168,USA,20.9,6-0 6-3,3,R32,70,3,0,46,27,23,11,8,4,4,1,6,50,32,14,9,7,4,8,162,406,284,222
2023-2089,San Luis Potosi 125,Clay,32,C,20230327,275,215219,,,Kaja Juvan,R,170,SLO,22.3,213887,,WC,Renata Zarazua,R,,MEX,25.4,4-6 7-5 7-5,3,R32,184,2,8,124,63,41,28,17,11,17,3,4,137,92,54,20,17,11,18,143,461,279,239
2023-2089,San Luis Potosi 125,Clay,32,C,20230327,273,201506,7,,Sara Errani,R,164,ITA,35.9,213837,,,Ylena In Albon,R,,SUI,24.0,6-3 6-2,3,R32,84,0,4,45,35,20,3,8,3,6,0,2,62,38,18,7,9,4,11,99,682,133,511
2023-2089,San Luis Potosi 125,Clay,32,C,20230327,272,211901,,,Aliona Bolsova,R,172,MDA,25.3,202604,,,Despina Papamichail,R,178,GRE,30.1,6-1 3-6 6-4,3,R32,149,0,7,91,55,34,18,13,6,9,0,2,95,67,33,17,13,9,14,152,439,151,439
2023-2089,San Luis Potosi 125,Clay,32,C,20230327,271,214091,,WC,Maria Fernanda Navarro Oliva,U,,MEX,26.7,202424,,Q,Conny Perrin,R,174,SUI,32.2,7-6(3) 6-1,3,R32,90,0,3,55,33,22,10,9,0,3,1,6,77,42,24,11,10,4,10,690,40,407,124
2023-2089,San Luis Potosi 125,Clay,32,C,20230327,270,213583,2,,Tatjana Maria,R,172,GER,35.6,220332,,,Eva Lys,R,165,GER,21.2,6-2 6-0,3,R32,51,9,1,43,27,20,11,7,0,0,0,1,43,30,12,7,7,4,9,65,870,115,565
2023-2034,Saint Malo 125,Clay,32,C,20230501,300,201585,1,,Sloane Stephens,R,170,USA,30.1,213889,,,Greet Minnen,R,,BEL,25.7,6-3 6-4,3,F,100,3,0,52,42,28,5,9,3,5,0,1,77,44,23,15,10,6,11,48,1087,173,396
2023-2034,Saint Malo 125,Clay,32,C,20230501,299,201585,1,,Sloane Stephens,R,170,USA,30.1,202494,,WC,Elina Svitolina,R,174,UKR,28.6,7-5 7-6(5),3,SF,139,1,2,99,71,39,11,12,12,17,2,2,96,59,34,12,12,8,14,48,1087,1088,10
2023-2034,Saint Malo 125,Clay,32,C,20230501,298,213889,,,Greet Minnen,R,,BEL,25.7,220465,,,Katie Volynets,R,,USA,21.3,6-3 6-3,3,SF,84,4,4,63,43,28,10,9,1,3,0,4,66,45,26,6,9,8,13,173,396,103,651
2023-2034,Saint Malo 125,Clay,32,C,20230501,297,201585,1,,Sloane Stephens,R,170,USA,30.1,211316,,,Jessika Ponchet,R,,FRA,26.5,6-2 2-6 6-1,3,QF,107,0,2,75,50,29,12,11,7,11,4,6,80,38,26,12,12,7,14,48,1087,124,532
2023-2034,Saint Malo 125,Clay,32,C,20230501,296,202494,,WC,Elina Svitolina,R,174,UKR,28.6,206417,,,Leolia Jeanjean,R,,FRA,27.7,6-3 6-1,3,QF,64,5,3,49,32,23,10,8,1,2,1,5,48,23,13,9,8,3,8,1088,10,137,496
2023-2034,Saint Malo 125,Clay,32,C,20230501,295,220465,,,Katie Volynets,R,,USA,21.3,211684,7,,Magdalena Frech,R,171,POL,25.3,6-3 6-3,3,QF,94,1,1,62,43,25,13,9,5,7,1,0,56,41,25,3,9,4,9,103,651,100,671
2023-2034,Saint Malo 125,Clay,32,C,20230501,294,213889,,,Greet Minnen,R,,BEL,25.7,215613,8,,Emma Navarro,R,,USA,21.9,3-6 6-3 6-3,3,QF,127,0,2,94,69,42,12,13,9,13,0,4,86,47,29,20,14,6,12,173,396,101,664
2023-2034,Saint Malo 125,Clay,32,C,20230501,293,201585,1,,Sloane Stephens,R,170,USA,30.1,212043,,LL,Freya Christie,R,180,GBR,25.4,6-1 6-1,3,R16,48,1,2,39,28,21,5,7,0,1,1,3,34,19,7,2,7,2,8,48,1087,459,97
2023-2034,Saint Malo 125,Clay,32,C,20230501,292,211316,,,Jessika Ponchet,R,,FRA,26.5,220348,,,Diane Parry,R,170,FRA,20.6,6-3 6-4,3,R16,93,5,6,60,31,24,11,10,3,7,4,2,62,39,19,9,9,6,12,124,532,106,592
2023-2034,Saint Malo 125,Clay,32,C,20230501,291,202494,,WC,Elina Svitolina,R,174,UKR,28.6,204434,4,,Ysaline Bonaventure,L,178,BEL,28.6,2-6 6-4 7-6(5),3,R16,141,3,2,103,67,39,18,15,6,12,4,7,109,66,40,20,15,6,11,1088,10,84,745
2023-2034,Saint Malo 125,Clay,32,C,20230501,290,206417,,,Leolia Jeanjean,R,,FRA,27.7,214459,5,,Lucia Bronzetti,R,,ITA,24.3,6-3 6-1,3,R16,77,4,4,44,31,20,4,8,2,5,1,2,62,45,18,6,8,5,12,137,496,97,677
2023-2034,Saint Malo 125,Clay,32,C,20230501,289,211684,7,,Magdalena Frech,R,171,POL,25.3,221039,,,Elsa Jacquemot,R,,FRA,19.9,6-2 6-3,3,R16,90,1,0,60,42,29,6,9,3,6,2,8,64,35,18,10,8,7,13,100,671,171,400
2023-2034,Saint Malo 125,Clay,32,C,20230501,288,220465,,,Katie Volynets,R,,USA,21.3,202628,3,,Maryna Zanevska,R,175,BEL,29.6,2-6 6-4 7-5,3,R16,138,3,1,86,63,37,10,15,4,10,0,5,94,60,35,16,15,4,10,103,651,75,775
2023-2034,Saint Malo 125,Clay,32,C,20230501,287,215613,8,,Emma Navarro,R,,USA,21.9,203281,,,Amandine Hesse,R,164,FRA,30.2,6-1 6-0,3,R16,57,4,1,36,23,20,10,7,3,3,1,3,48,27,10,10,6,9,14,101,664,830,25
2023-2034,Saint Malo 125,Clay,32,C,20230501,286,213889,,,Greet Minnen,R,,BEL,25.7,214839,,,Jodie Burrage,R,,GBR,23.9,6-4 6-3,3,R16,83,0,4,57,37,27,5,9,2,5,0,5,58,33,16,12,10,5,11,173,396,110,582
2023-2034,Saint Malo 125,Clay,32,C,20230501,285,201585,1,,Sloane Stephens,R,170,USA,30.1,215802,,Q,Emeline Dartron,U,,FRA,23.0,6-1 6-1,3,R32,50,2,1,37,23,18,11,7,1,1,1,4,40,22,12,5,7,2,7,48,1087,410,122
2023-2034,Saint Malo 125,Clay,32,C,20230501,284,212043,,LL,Freya Christie,R,180,GBR,25.4,215042,,,Katie Swan,R,170,GBR,24.1,2-6 7-5 6-3,3,R32,149,5,6,118,70,44,17,14,12,18,7,6,84,44,30,15,15,1,8,459,97,150,442
2023-2034,Saint Malo 125,Clay,32,C,20230501,283,211316,,,Jessika Ponchet,R,,FRA,26.5,215798,,,Rosa Vicens Mas,U,,ESP,22.8,6-4 6-4,3,R32,103,3,2,62,29,20,17,10,10,13,1,6,74,45,26,11,10,8,13,124,532,178,385
2023-2034,Saint Malo 125,Clay,32,C,20230501,282,220348,,,Diane Parry,R,170,FRA,20.6,206124,6,,Tereza Martincova,R,178,CZE,28.5,6-4 3-0 RET,3,R32,68,0,0,38,25,16,7,6,1,2,0,9,53,30,17,8,7,5,9,106,592,98,675
2023-2034,Saint Malo 125,Clay,32,C,20230501,281,204434,4,,Ysaline Bonaventure,L,178,BEL,28.6,221911,,WC,Selena Janicijevic,R,183,FRA,20.7,6-4 6-4,3,R32,81,0,2,56,33,22,12,10,6,10,0,3,59,31,15,12,10,3,9,84,745,174,395
2023-2034,Saint Malo 125,Clay,32,C,20230501,280,202494,,WC,Elina Svitolina,R,174,UKR,28.6,202604,,,Despina Papamichail,R,178,GRE,30.2,7-5 6-1,3,R32,104,0,3,76,49,32,15,10,7,9,0,3,67,44,24,9,9,5,10,1088,10,152,439
2023-2034,Saint Malo 125,Clay,32,C,20230501,279,206417,,,Leolia Jeanjean,R,,FRA,27.7,215806,,Q,Alice Robbe,U,,FRA,22.9,7-5 6-4,3,R32,119,1,9,80,46,30,13,11,7,11,1,3,67,41,20,13,11,6,12,137,496,204,331
2023-2034,Saint Malo 125,Clay,32,C,20230501,278,214459,5,,Lucia Bronzetti,R,,ITA,24.3,213576,,Q,Iryna Shymanovich,R,,BLR,25.8,6-0 6-2,3,R32,74,1,1,56,40,28,8,7,8,8,1,4,52,37,16,7,7,5,10,97,677,201,337
2023-2034,Saint Malo 125,Clay,32,C,20230501,277,211684,7,,Magdalena Frech,R,171,POL,25.3,203564,,,Chloe Paquet,R,179,FRA,28.8,6-1 6-3,3,R32,94,2,1,67,49,31,9,8,8,9,0,5,55,29,15,9,8,6,11,100,671,192,347
2023-2034,Saint Malo 125,Clay,32,C,20230501,276,221039,,,Elsa Jacquemot,R,,FRA,19.9,201672,,,Nigina Abduraimova,R,184,UZB,28.8,6-3 6-1,3,R32,80,1,2,61,42,28,11,8,6,7,0,5,59,41,22,3,8,3,8,171,400,184,364
2023-2034,Saint Malo 125,Clay,32,C,20230501,275,220465,,,Katie Volynets,R,,USA,21.3,221191,,WC,Margaux Rouvroy,R,,FRA,22.1,7-5 6-2,3,R32,98,0,0,62,50,30,7,10,2,5,0,10,83,44,24,14,10,6,12,103,651,292,221
2023-2034,Saint Malo 125,Clay,32,C,20230501,274,202628,3,,Maryna Zanevska,R,175,BEL,29.6,206007,,,Laura Pigossi,R,164,BRA,28.7,6-2 6-0,3,R32,72,1,3,45,27,20,9,7,5,6,0,1,53,38,14,7,7,3,9,75,775,125,524
2023-2034,Saint Malo 125,Clay,32,C,20230501,273,215613,8,,Emma Navarro,R,,USA,21.9,211951,,,Ana Konjuh,R,174,CRO,25.3,7-6(4) 7-5,3,R32,24,2,4,94,54,35,18,12,7,11,3,14,79,39,28,15,12,1,6,101,664,164,416
2023-2034,Saint Malo 125,Clay,32,C,20230501,272,203281,,,Amandine Hesse,R,164,FRA,30.2,214593,,,Lucrezia Stefanini,R,,ITA,24.9,6-3 4-6 6-2,3,R32,135,0,8,86,41,25,21,13,5,10,1,5,88,62,29,12,14,10,18,830,25,117,544
2023-2034,Saint Malo 125,Clay,32,C,20230501,271,214839,,,Jodie Burrage,R,,GBR,23.9,220733,,Q,Carole Monnet,L,,FRA,21.4,2-6 6-2 7-5,3,R32,138,1,1,77,52,30,18,14,1,5,2,11,98,57,36,17,14,4,9,110,582,199,338
2023-2034,Saint Malo 125,Clay,32,C,20230501,270,213889,,,Greet Minnen,R,,BEL,25.7,214906,2,,Claire Liu,R,170,USA,22.9,2-6 6-2 6-4,3,R32,129,3,5,93,52,29,21,13,7,12,1,5,75,52,30,8,13,4,10,173,396,55,982
2023-2081,Reus 125,Clay,32,C,20230501,300,201514,2,,Sorana Cirstea,R,176,ROU,33.0,216097,,Q,Elizabeth Mandlik,R,,USA,21.9,6-1 4-6 7-6(1),3,F,135,2,2,96,53,40,15,15,6,11,0,6,93,71,43,5,14,4,10,44,1109,147,462
