tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2019-1090,Bol,Clay,32,C,20190603,274,203533,4,,Anna Karolina Schmiedlova,R,176,SVK,24.7,202457,,,Bibiane Schoofs,R,170,NED,31.0,6-1 6-1,3,R32,80,1,2,63,40,29,11,7,8,8,0,2,43,26,10,7,7,1,6,90,672,161,363
2019-1090,Bol,Clay,32,C,20190603,275,204431,,,Anna Lena Friedsam,R,,GER,25.3,214521,,WC,Lea Boskovic,R,,CRO,19.6,6-4 6-4,3,R32,88,2,1,57,43,30,8,10,2,4,0,3,83,60,32,13,10,6,10,380,101,462,61
2019-1090,Bol,Clay,32,C,20190603,276,204434,,,Ysaline Bonaventure,L,178,BEL,24.7,211651,,,Paula Badosa,R,180,ESP,21.5,6-3 6-2,3,R32,73,3,4,64,34,20,14,9,6,9,2,6,61,34,19,8,8,3,9,114,560,128,471
2019-1090,Bol,Clay,32,C,20190603,277,213525,6,,Jil Teichmann,L,170,SUI,21.8,201593,,,Irina Camelia Begu,R,181,ROU,28.7,6-3 6-1,3,R32,63,0,0,53,38,25,9,8,4,5,2,2,45,28,15,5,8,1,6,93,659,116,554
2019-1090,Bol,Clay,32,C,20190603,278,206292,5,,Astra Sharma,R,178,AUS,23.7,206363,,WC,Anna Danilina,R,,KAZ,23.7,4-6 6-2 7-5,3,R32,130,0,8,85,47,30,16,15,4,10,0,7,102,66,35,12,15,9,17,92,665,360,118
2019-1090,Bol,Clay,32,C,20190603,279,215219,,,Kaja Juvan,R,170,SLO,18.5,203435,,,Dalila Jakupovic,R,178,SLO,28.1,6-2 6-0,3,R32,40,0,1,38,20,16,11,7,4,5,0,4,38,20,6,6,7,2,8,131,457,105,605
2019-1090,Bol,Clay,32,C,20190603,280,202536,,,Ana Bogdan,R,171,ROU,26.5,220430,,WC,Mihaela Djakovic,R,,SRB,17.5,6-1 6-3,3,R32,67,2,2,47,25,18,14,8,2,3,2,5,50,29,13,8,8,3,8,123,505,687,16
2019-1090,Bol,Clay,32,C,20190603,281,202434,3,,Aleksandra Krunic,R,163,SRB,26.2,215337,,,Olga Danilovic,L,,SRB,18.3,7-6(0) 6-2,3,R32,83,4,3,64,35,24,17,10,2,4,0,2,59,35,21,11,10,1,5,76,770,125,505
2019-1090,Bol,Clay,32,C,20190603,282,201490,7,,Timea Bacsinszky,R,170,SUI,29.9,201588,,,Anna Tatishvili,R,171,GEO,29.3,6-2 6-2,3,R32,66,2,0,47,25,18,16,8,3,4,0,3,54,33,16,7,8,1,6,94,650,,
2019-1090,Bol,Clay,32,C,20190603,283,211702,,,Nao Hibino,R,163,JPN,24.5,211063,,,Valeriya Strakhova,R,,UKR,23.9,6-3 6-4,3,R32,80,1,1,61,41,24,12,10,3,6,1,7,56,36,19,7,9,0,5,121,530,288,175
2019-1090,Bol,Clay,32,C,20190603,284,201527,,,Stefanie Voegele,R,170,SUI,29.2,213544,,WC,Jana Fett,R,168,CRO,22.5,6-2 6-2,3,R32,70,0,0,48,35,22,7,8,0,2,1,7,48,24,10,6,8,3,9,97,645,318,144
2019-1090,Bol,Clay,32,C,20190603,285,214461,1,,Tamara Zidansek,R,168,SLO,21.4,201605,,,Mandy Minella,R,180,LUX,33.5,7-5 6-2,3,R32,106,3,3,68,48,33,11,10,6,7,0,4,73,39,18,21,10,5,9,60,970,100,626
2019-1090,Bol,Clay,32,C,20190603,286,204427,2,,Sara Sorribes Tormo,R,176,ESP,22.6,202491,,,Varvara Flink,R,175,RUS,22.4,6-3 6-2,3,R16,80,0,2,51,33,21,10,8,7,9,1,6,58,39,18,6,9,4,10,75,778,144,412
2019-1090,Bol,Clay,32,C,20190603,287,201696,8,,Laura Siegemund,R,168,GER,31.2,202659,,,Tereza Mrdeza,R,173,CRO,28.5,3-6 7-6(5) 6-1,3,R16,168,0,2,94,70,33,11,13,10,17,0,4,113,89,42,8,15,10,19,95,649,199,289
2019-1090,Bol,Clay,32,C,20190603,288,203533,4,,Anna Karolina Schmiedlova,R,176,SVK,24.7,204431,,,Anna Lena Friedsam,R,,GER,25.3,4-6 6-0 7-6(6),3,R16,143,2,2,95,64,39,16,14,5,8,0,6,90,61,37,11,14,2,7,90,672,380,101
2019-1090,Bol,Clay,32,C,20190603,289,213525,6,,Jil Teichmann,L,170,SUI,21.8,204434,,,Ysaline Bonaventure,L,178,BEL,24.7,6-2 6-2,3,R16,54,2,1,45,33,20,8,8,2,4,0,2,47,32,15,3,8,3,9,93,659,114,560
2019-1090,Bol,Clay,32,C,20190603,290,215219,,,Kaja Juvan,R,170,SLO,18.5,206292,5,,Astra Sharma,R,178,AUS,23.7,6-1 6-0,3,R16,45,1,3,45,27,21,11,7,1,1,0,2,40,24,11,4,6,3,8,131,457,92,665
2019-1090,Bol,Clay,32,C,20190603,291,202434,3,,Aleksandra Krunic,R,163,SRB,26.2,202536,,,Ana Bogdan,R,171,ROU,26.5,6-2 6-1,3,R16,58,0,1,44,28,19,8,7,3,4,1,3,54,40,20,3,8,7,13,76,770,123,505
2019-1090,Bol,Clay,32,C,20190603,292,201490,7,,Timea Bacsinszky,R,170,SUI,29.9,211702,,,Nao Hibino,R,163,JPN,24.5,6-2 6-4,3,R16,83,1,0,50,40,26,5,9,5,8,1,3,68,43,22,10,9,7,13,94,650,121,530
2019-1090,Bol,Clay,32,C,20190603,293,214461,1,,Tamara Zidansek,R,168,SLO,21.4,201527,,,Stefanie Voegele,R,170,SUI,29.2,3-6 6-2 6-3,3,R16,120,0,1,86,65,30,14,13,5,12,0,2,78,44,19,11,13,8,17,60,970,97,645
2019-1090,Bol,Clay,32,C,20190603,294,204427,2,,Sara Sorribes Tormo,R,176,ESP,22.6,201696,8,,Laura Siegemund,R,168,GER,31.2,6-1 6-0,3,QF,72,0,2,45,29,17,11,7,1,2,0,0,35,26,8,1,6,2,8,75,778,95,649
2019-1090,Bol,Clay,32,C,20190603,295,203533,4,,Anna Karolina Schmiedlova,R,176,SVK,24.7,213525,6,,Jil Teichmann,L,170,SUI,21.8,6-3 6-4,3,QF,75,0,3,51,38,28,4,10,0,3,2,2,49,34,20,4,9,4,9,90,672,93,659
2019-1090,Bol,Clay,32,C,20190603,296,215219,,,Kaja Juvan,R,170,SLO,18.5,202434,3,,Aleksandra Krunic,R,163,SRB,26.2,7-5 6-3,3,QF,78,1,1,69,34,23,20,11,1,3,0,3,63,40,23,12,10,2,6,131,457,76,770
2019-1090,Bol,Clay,32,C,20190603,297,214461,1,,Tamara Zidansek,R,168,SLO,21.4,201490,7,,Timea Bacsinszky,R,170,SUI,29.9,7-6(5) 6-4,3,QF,119,0,3,73,48,25,10,11,6,12,0,5,80,54,27,8,11,1,8,60,970,94,650
2019-1090,Bol,Clay,32,C,20190603,298,204427,2,,Sara Sorribes Tormo,R,176,ESP,22.6,203533,4,,Anna Karolina Schmiedlova,R,176,SVK,24.7,6-4 6-0,3,SF,93,0,2,42,27,22,6,8,0,1,0,3,61,33,18,9,8,5,10,75,778,90,672
2019-1090,Bol,Clay,32,C,20190603,299,214461,1,,Tamara Zidansek,R,168,SLO,21.4,215219,,,Kaja Juvan,R,170,SLO,18.5,2-6 7-5 7-5,3,SF,130,0,5,100,72,45,11,16,9,15,5,3,103,65,38,19,16,12,18,60,970,131,457
2019-1090,Bol,Clay,32,C,20190603,300,214461,1,,Tamara Zidansek,R,168,SLO,21.4,204427,2,,Sara Sorribes Tormo,R,176,ESP,22.6,7-5 7-5,3,F,140,0,1,81,57,25,12,12,5,13,0,8,86,59,31,3,12,8,18,60,970,75,778
2019-1102,Newport Beach,Hard,64,C,20190121,239,202705,,,Veronica Cepede Royg,R,163,PAR,27.0,214849,,WC,Maegan Manasse,R,168,USA,23.7,6-2 6-2,3,R64,65,1,0,43,26,17,13,8,2,3,2,3,51,27,17,8,8,6,11,153,382,389,86
2019-1102,Newport Beach,Hard,64,C,20190121,240,201539,,,Christina Mchale,R,170,USA,26.6,203513,,,Robin Anderson,R,160,USA,25.7,6-2 6-0,3,R64,55,2,0,40,24,15,13,7,0,1,1,2,46,27,9,7,7,5,11,149,385,282,174
2019-1102,Newport Beach,Hard,64,C,20190121,243,205892,,Q,Giuliana Olmos,R,170,MEX,25.8,202443,,,Valeria Savinykh,R,167,RUS,27.9,6-1 6-1,3,R64,69,1,1,41,30,22,6,7,1,2,0,3,50,23,12,7,7,5,11,369,96,266,193
2019-1102,Newport Beach,Hard,64,C,20190121,244,214684,,,Katherine Sebov,R,173,CAN,20.0,215840,,WC,Haley Giavara,R,,USA,18.2,6-2 6-4,3,R64,76,4,1,60,39,31,8,9,3,4,0,8,73,44,28,9,9,3,7,199,293,,
2019-1102,Newport Beach,Hard,64,C,20190121,247,215037,,,Kayla Day,L,173,USA,19.3,203398,,,Danielle Lao,R,160,USA,27.6,6-0 6-2,3,R64,75,6,5,41,23,18,8,7,1,2,0,5,54,29,13,9,7,10,16,311,140,169,351
2019-1102,Newport Beach,Hard,64,C,20190121,248,206049,,,Jovana Jaksic,R,180,SRB,25.3,213673,,WC,Ellie Halbauer,U,,USA,21.5,6-4 5-7 6-4,3,R64,166,2,7,113,63,44,22,16,8,13,2,2,114,85,48,14,16,12,18,285,170,371,95
2019-1102,Newport Beach,Hard,64,C,20190121,251,201542,,,Olivia Rogowska,R,175,AUS,27.6,211222,,,Jamie Loeb,R,168,USA,23.8,6-3 6-3,3,R64,74,1,1,54,34,22,10,9,1,4,2,4,57,30,15,10,9,5,11,234,244,179,323
2019-1102,Newport Beach,Hard,64,C,20190121,252,220465,,Q,Katie Volynets,R,,USA,17.0,211390,,,Mari Osaka,R,,JPN,22.8,6-0 6-0,3,R64,45,0,1,32,22,18,8,6,4,4,1,6,34,20,7,3,6,2,8,471,53,324,130
2019-1102,Newport Beach,Hard,64,C,20190121,255,213949,,WC,Hanna Chang,R,,USA,20.9,214247,,,Lena Rueffer,R,,GER,20.4,2-6 7-5 7-5,3,R64,126,4,4,101,72,50,14,16,4,7,10,3,105,60,43,21,16,4,7,452,58,326,129
2019-1102,Newport Beach,Hard,64,C,20190121,256,211552,,,Harmony Tan,R,,FRA,21.3,212044,,,Katharina Gerlach,R,,GER,20.9,6-4 6-2,3,R64,80,0,3,54,34,21,14,9,1,3,1,7,59,37,20,8,9,3,8,308,143,333,120
2019-1102,Newport Beach,Hard,64,C,20190121,259,201616,,,Lauren Davis,R,157,USA,25.2,201402,,,Sesil Karatantcheva,R,171,KAZ,29.4,6-2 7-5,3,R64,82,1,5,71,51,33,11,10,6,8,1,5,53,26,15,12,10,1,6,158,369,231,249
2019-1102,Newport Beach,Hard,64,C,20190121,260,213887,,,Renata Zarazua,R,,MEX,21.3,201606,,,Rebecca Marino,R,183,CAN,28.0,6-4 6-4,3,R64,73,0,2,70,54,38,10,10,1,1,6,1,51,35,25,9,10,0,2,258,208,215,273
2019-1102,Newport Beach,Hard,64,C,20190121,263,215371,,,Francesca Di Lorenzo,L,170,USA,21.5,203288,,,Jia Jing Lu,R,173,CHN,29.1,6-3 6-4,3,R64,81,1,2,61,37,19,18,10,3,6,1,2,50,30,16,9,9,1,6,167,355,189,309
2019-1102,Newport Beach,Hard,64,C,20190121,264,213530,,,Allie Kiick,R,170,USA,23.5,201530,,,Gail Brodsky,R,165,USA,27.6,5-7 6-2 6-1,3,R64,99,5,2,70,40,30,15,13,0,3,1,6,85,49,30,13,14,5,12,157,371,292,161
2019-1102,Newport Beach,Hard,64,C,20190121,267,206349,,,Mayo Hibi,R,165,JPN,22.8,206363,,,Anna Danilina,R,,KAZ,23.4,6-4 6-4,3,R64,95,1,2,66,37,19,19,10,2,5,1,4,73,51,27,12,10,6,11,228,257,345,114
2019-1102,Newport Beach,Hard,64,C,20190121,268,201529,,,Kristie Ahn,R,165,USA,26.6,201524,,,Urszula Radwanska,R,177,POL,28.1,6-4 6-2,3,R64,108,0,1,56,39,23,9,9,0,3,5,5,81,50,26,11,9,7,13,226,258,317,133
2019-1102,Newport Beach,Hard,64,C,20190121,270,213583,2,,Tatjana Maria,R,172,GER,31.4,202705,,,Veronica Cepede Royg,R,163,PAR,27.0,7-6(0) 6-4,3,R32,105,5,2,71,28,22,24,11,2,4,0,3,73,50,26,14,11,3,6,73,804,153,382
2019-1102,Newport Beach,Hard,64,C,20190121,271,201539,,,Christina Mchale,R,170,USA,26.6,201595,13,,Misaki Doi,L,159,JPN,27.7,6-4 5-7 6-3,3,R32,143,1,5,88,55,38,15,15,4,9,2,15,112,72,41,15,16,14,21,149,385,133,458
2019-1102,Newport Beach,Hard,64,C,20190121,272,202484,12,,Nicole Gibbs,R,168,USA,25.8,205892,,Q,Giuliana Olmos,R,170,MEX,25.8,7-6(2) 6-1,3,R32,91,2,2,51,33,21,11,9,3,6,0,2,86,64,32,8,10,9,15,127,476,369,96
2019-1102,Newport Beach,Hard,64,C,20190121,273,214684,,,Katherine Sebov,R,173,CAN,20.0,214863,8,,Sofya Zhuk,R,176,RUS,19.1,6-2 6-3,3,R32,76,1,1,80,51,34,11,9,11,14,0,7,43,25,13,5,8,2,8,199,293,119,499
2019-1102,Newport Beach,Hard,64,C,20190121,274,202446,3,,Eugenie Bouchard,R,178,CAN,24.9,215037,,,Kayla Day,L,173,USA,19.3,2-6 6-3 6-2,3,R32,96,4,4,72,47,30,13,13,2,6,2,2,76,48,28,13,12,1,6,79,751,311,140
2019-1102,Newport Beach,Hard,64,C,20190121,275,213525,16,,Jil Teichmann,L,170,SUI,21.5,206049,,,Jovana Jaksic,R,180,SRB,25.3,6-3 7-6(2),3,R32,106,3,2,80,54,35,16,11,6,8,0,0,67,45,28,10,10,4,7,148,389,285,170
2019-1102,Newport Beach,Hard,64,C,20190121,276,213631,9,,Marie Bouzkova,R,180,CZE,20.5,201542,,,Olivia Rogowska,R,175,AUS,27.6,6-3 6-7(5) 7-6(6),3,R32,168,2,4,104,69,49,19,17,3,8,2,4,139,95,58,21,16,17,23,121,493,234,244
2019-1102,Newport Beach,Hard,64,C,20190121,277,215370,6,,Bianca Andreescu,R,170,CAN,18.5,220465,,Q,Katie Volynets,R,,USA,17.0,6-2 7-6(7),3,R32,110,4,4,81,50,31,15,10,6,9,2,1,83,57,33,7,10,8,13,106,571,471,53
2019-1102,Newport Beach,Hard,64,C,20190121,278,203501,5,,Taylor Townsend,L,170,USA,22.7,213949,,WC,Hanna Chang,R,,USA,20.9,6-3 6-4,3,R32,97,2,1,59,35,24,15,10,1,3,0,5,84,52,30,14,9,6,10,93,644,452,58
2019-1102,Newport Beach,Hard,64,C,20190121,279,211552,,,Harmony Tan,R,,FRA,21.3,203500,10,,Sachia Vickery,R,162,USA,23.6,6-4 4-2 RET,3,R32,69,1,1,40,24,16,8,8,0,3,1,3,58,32,15,11,8,3,8,308,143,123,483
2019-1102,Newport Beach,Hard,64,C,20190121,280,201616,,,Lauren Davis,R,157,USA,25.2,201478,15,,Varvara Lepchenko,L,180,USA,32.6,6-1 6-4,3,R32,78,2,0,60,39,25,11,8,3,5,4,2,51,36,19,3,9,1,7,158,369,139,431
2019-1102,Newport Beach,Hard,64,C,20190121,281,213887,,,Renata Zarazua,R,,MEX,21.3,201483,4,,Madison Brengle,R,168,USA,28.8,2-6 6-4 6-2,3,R32,115,0,2,78,60,25,12,13,5,13,0,4,108,89,41,5,13,10,19,258,208,88,676
2019-1102,Newport Beach,Hard,64,C,20190121,282,202468,7,,Jessica Pegula,R,170,USA,24.9,215371,,,Francesca Di Lorenzo,L,170,USA,21.5,6-1 6-2,3,R32,51,3,1,47,29,22,10,8,2,3,0,4,35,20,9,4,7,2,7,113,527,167,355
2019-1102,Newport Beach,Hard,64,C,20190121,283,213530,,,Allie Kiick,R,170,USA,23.5,201518,11,,Yanina Wickmayer,R,182,BEL,29.2,6-2 6-2,3,R32,64,2,0,40,19,17,15,8,0,0,1,4,51,27,19,8,8,3,7,157,371,126,476
2019-1102,Newport Beach,Hard,64,C,20190121,284,214906,14,,Claire Liu,R,170,USA,18.6,206349,,,Mayo Hibi,R,165,JPN,22.8,6-2 6-1,3,R32,90,0,3,66,39,29,10,8,6,7,0,4,56,38,20,5,7,8,13,137,434,228,257
2019-1102,Newport Beach,Hard,64,C,20190121,285,202490,1,,Rebecca Peterson,R,173,SWE,23.4,201529,,,Kristie Ahn,R,165,USA,26.6,6-4 6-4,3,R32,96,5,4,62,40,28,5,10,3,7,0,7,68,45,21,9,10,8,14,64,900,226,258
2019-1102,Newport Beach,Hard,64,C,20190121,286,213583,2,,Tatjana Maria,R,172,GER,31.4,201539,,,Christina Mchale,R,170,USA,26.6,6-2 6-3,3,R16,74,2,3,50,23,15,13,9,1,4,0,1,50,37,14,5,8,2,8,73,804,149,385
2019-1102,Newport Beach,Hard,64,C,20190121,287,202484,12,,Nicole Gibbs,R,168,USA,25.8,214684,,,Katherine Sebov,R,173,CAN,20.0,6-1 6-2,3,R16,55,0,3,38,26,22,6,7,0,0,1,2,47,32,16,4,8,3,8,127,476,199,293
